Source (A),Source (B),Source (C),Source (D),Source (E),Source (F),Source (G),Source (H),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,informal,swear,netspeak,assent,nonflu,filler
37,258827740,17,"Tallahassee, Florida","26. FSU Graduate, B.A. in Literature.",2021-10-27 02:14:02,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,45,46.37,67.16,43.37,67.75,15.00,26.67,66.67,6.67,4.44,2.22,0.00,0.00,2.22,4.44,0.00,0.00,0.00,0.00,13.33,6.67,2.22,0.00,0.00,2.22,2.22,8.89,4.44,0.00,4.44,2.22,0.00,4.44,6.67,0.00,4.44,0.00,4.44,0.00,0.00,0.00
38,35139736,361,"vienna, va",Knife Making & teaching on Youtube is my passion(I was born into music). I learned from Youtube & now I make videos(Dave Evader Knives). Take it easy!!!,2021-10-27 02:01:56,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['thewait', 'shoes', 'camerasetup', 'ocd', 'intothefire', 'heattreat', 'heattreating', 'knives', '52100steel', 'w2', 'hamon']",45,46.37,67.16,43.37,67.75,15.00,26.67,66.67,6.67,4.44,2.22,0.00,0.00,2.22,4.44,0.00,0.00,0.00,0.00,13.33,6.67,2.22,0.00,0.00,2.22,2.22,8.89,4.44,0.00,4.44,2.22,0.00,4.44,6.67,0.00,4.44,0.00,4.44,0.00,0.00,0.00
39,1349846064640249856,5,,,2021-10-27 01:28:07,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['vegan', 'plantbased', 'foodie', 'ocd', 'threespeak', 'curie', 'lotus']",45,46.37,67.16,43.37,67.75,15.00,26.67,66.67,6.67,4.44,2.22,0.00,0.00,2.22,4.44,0.00,0.00,0.00,0.00,13.33,6.67,2.22,0.00,0.00,2.22,2.22,8.89,4.44,0.00,4.44,2.22,0.00,4.44,6.67,0.00,4.44,0.00,4.44,0.00,0.00,0.00
40,89962967,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-27 01:15:01,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['OCD'],45,46.37,67.16,43.37,67.75,15.00,26.67,66.67,6.67,4.44,2.22,0.00,0.00,2.22,4.44,0.00,0.00,0.00,0.00,13.33,6.67,2.22,0.00,0.00,2.22,2.22,8.89,4.44,0.00,4.44,2.22,0.00,4.44,6.67,0.00,4.44,0.00,4.44,0.00,0.00,0.00
41,137310862,384,"Ohio / Walt Disney World ",you are the key to unlocking your own magic,2021-10-27 00:58:17,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,45,46.37,67.16,43.37,67.75,15.00,26.67,66.67,6.67,4.44,2.22,0.00,0.00,2.22,4.44,0.00,0.00,0.00,0.00,13.33,6.67,2.22,0.00,0.00,2.22,2.22,8.89,4.44,0.00,4.44,2.22,0.00,4.44,6.67,0.00,4.44,0.00,4.44,0.00,0.00,0.00
42,1451243876187099142,0,,,2021-10-27 00:44:21,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,45,46.37,67.16,43.37,67.75,15.00,26.67,66.67,6.67,4.44,2.22,0.00,0.00,2.22,4.44,0.00,0.00,0.00,0.00,13.33,6.67,2.22,0.00,0.00,2.22,2.22,8.89,4.44,0.00,4.44,2.22,0.00,4.44,6.67,0.00,4.44,0.00,4.44,0.00,0.00,0.00
43,89962967,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-27 00:20:01,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['OCD'],45,46.37,67.16,43.37,67.75,15.00,26.67,66.67,6.67,4.44,2.22,0.00,0.00,2.22,4.44,0.00,0.00,0.00,0.00,13.33,6.67,2.22,0.00,0.00,2.22,2.22,8.89,4.44,0.00,4.44,2.22,0.00,4.44,6.67,0.00,4.44,0.00,4.44,0.00,0.00,0.00
44,268568156,4886,"Calgary, AB",Advocate🌱Author🌱Editor🌱Educator🌱Pundit🌱Patient🌱 Grower🌱Geek🌱WordSlinger🌱Lover🌱Fighter🌱Friend🌱Mama🌱 #Cannabis #NP4P #HarmReduction She/Her/Mamakind,2021-10-27 00:08:39,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['OCD'],45,46.37,67.16,43.37,67.75,15.00,26.67,66.67,6.67,4.44,2.22,0.00,0.00,2.22,4.44,0.00,0.00,0.00,0.00,13.33,6.67,2.22,0.00,0.00,2.22,2.22,8.89,4.44,0.00,4.44,2.22,0.00,4.44,6.67,0.00,4.44,0.00,4.44,0.00,0.00,0.00
45,1284971789609693184,10,,Devil’s advocate of society.,2021-10-27 00:01:14,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['OCD'],45,46.37,67.16,43.37,67.75,15.00,26.67,66.67,6.67,4.44,2.22,0.00,0.00,2.22,4.44,0.00,0.00,0.00,0.00,13.33,6.67,2.22,0.00,0.00,2.22,2.22,8.89,4.44,0.00,4.44,2.22,0.00,4.44,6.67,0.00,4.44,0.00,4.44,0.00,0.00,0.00
46,1202329250289700864,298,"Irvine, CA Chatham, NJ ","We teach the mind to think, the hands to work, and the heart to love!

Child and Adolescent Mental Health - Southern CA and NJ Children's Counseling Center",2021-10-26 23:50:34,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['childtherapy', 'childcounseling', 'teentherapy', 'teencounseling', 'childpsychology']",45,46.37,67.16,43.37,67.75,15.00,26.67,66.67,6.67,4.44,2.22,0.00,0.00,2.22,4.44,0.00,0.00,0.00,0.00,13.33,6.67,2.22,0.00,0.00,2.22,2.22,8.89,4.44,0.00,4.44,2.22,0.00,4.44,6.67,0.00,4.44,0.00,4.44,0.00,0.00,0.00
47,1212353165401542656,13,"Vindeln, Sverige",I Am.,2021-10-26 23:48:00,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['OCD', 'HOCD']",45,46.37,67.16,43.37,67.75,15.00,26.67,66.67,6.67,4.44,2.22,0.00,0.00,2.22,4.44,0.00,0.00,0.00,0.00,13.33,6.67,2.22,0.00,0.00,2.22,2.22,8.89,4.44,0.00,4.44,2.22,0.00,4.44,6.67,0.00,4.44,0.00,4.44,0.00,0.00,0.00
48,89962967,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-26 23:45:01,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,45,46.37,67.16,43.37,67.75,15.00,26.67,66.67,6.67,4.44,2.22,0.00,0.00,2.22,4.44,0.00,0.00,0.00,0.00,13.33,6.67,2.22,0.00,0.00,2.22,2.22,8.89,4.44,0.00,4.44,2.22,0.00,4.44,6.67,0.00,4.44,0.00,4.44,0.00,0.00,0.00
49,2795133001,20088,SYDNEY,"aixtc | born to the street | lost to the system | re-found by hope 
                                                     vote blue",2021-10-26 23:33:51,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['PTSD', 'OCD', 'WW2', 'WritingCommunity']",45,46.37,67.16,43.37,67.75,15.00,26.67,66.67,6.67,4.44,2.22,0.00,0.00,2.22,4.44,0.00,0.00,0.00,0.00,13.33,6.67,2.22,0.00,0.00,2.22,2.22,8.89,4.44,0.00,4.44,2.22,0.00,4.44,6.67,0.00,4.44,0.00,4.44,0.00,0.00,0.00
50,89962967,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-26 23:25:01,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['OCD'],45,46.37,67.16,43.37,67.75,15.00,26.67,66.67,6.67,4.44,2.22,0.00,0.00,2.22,4.44,0.00,0.00,0.00,0.00,13.33,6.67,2.22,0.00,0.00,2.22,2.22,8.89,4.44,0.00,4.44,2.22,0.00,4.44,6.67,0.00,4.44,0.00,4.44,0.00,0.00,0.00
51,113507875,3418,"Shouts from the Abyss, #PDX OR",Guru of Negativity. Demotivational evangelist. Hatched—Bitched—Dispatched. Gum on bottom of universe's shoe. #Mars volunteer. Feminist. Raw elk fan. #Resist,2021-10-26 22:53:45,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['technology', 'OCD']",45,46.37,67.16,43.37,67.75,15.00,26.67,66.67,6.67,4.44,2.22,0.00,0.00,2.22,4.44,0.00,0.00,0.00,0.00,13.33,6.67,2.22,0.00,0.00,2.22,2.22,8.89,4.44,0.00,4.44,2.22,0.00,4.44,6.67,0.00,4.44,0.00,4.44,0.00,0.00,0.00
52,3131112573,79,"Florida, USA",Harmony United Psychiatric Care-Serving Florida with #MentalHealth Clinics & Online #Psychiatry.,2021-10-26 22:30:05,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['mentalhealth'],45,46.37,67.16,43.37,67.75,15.00,26.67,66.67,6.67,4.44,2.22,0.00,0.00,2.22,4.44,0.00,0.00,0.00,0.00,13.33,6.67,2.22,0.00,0.00,2.22,2.22,8.89,4.44,0.00,4.44,2.22,0.00,4.44,6.67,0.00,4.44,0.00,4.44,0.00,0.00,0.00
53,1215381857426182156,69,"Oak Brook, IL ","The Mind Solution | A non-invasive solution for depression,OCD, and other diagnoses without the use of medication or invasive procedures.",2021-10-26 22:20:14,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,45,46.37,67.16,43.37,67.75,15.00,26.67,66.67,6.67,4.44,2.22,0.00,0.00,2.22,4.44,0.00,0.00,0.00,0.00,13.33,6.67,2.22,0.00,0.00,2.22,2.22,8.89,4.44,0.00,4.44,2.22,0.00,4.44,6.67,0.00,4.44,0.00,4.44,0.00,0.00,0.00
54,1407463865928105988,57,"North Carolina, USA","Antiques, aged cheese, Bloody Mary mix. Art, books, music, films, puppies. Monsters, ghosts, aliens. He/Him/His/Himself. GAD and OCD. Anti-fascist. BLM.",2021-10-26 22:18:10,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['OCD', 'GAD']",45,46.37,67.16,43.37,67.75,15.00,26.67,66.67,6.67,4.44,2.22,0.00,0.00,2.22,4.44,0.00,0.00,0.00,0.00,13.33,6.67,2.22,0.00,0.00,2.22,2.22,8.89,4.44,0.00,4.44,2.22,0.00,4.44,6.67,0.00,4.44,0.00,4.44,0.00,0.00,0.00
55,1291387911238086664,21,"Australia ",Decentralised news reporter bringing you the latest in the developing crypto sector and global headlines and topics that matter most.,2021-10-26 22:13:34,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,45,46.37,67.16,43.37,67.75,15.00,26.67,66.67,6.67,4.44,2.22,0.00,0.00,2.22,4.44,0.00,0.00,0.00,0.00,13.33,6.67,2.22,0.00,0.00,2.22,2.22,8.89,4.44,0.00,4.44,2.22,0.00,4.44,6.67,0.00,4.44,0.00,4.44,0.00,0.00,0.00
56,89962967,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-26 22:05:01,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,45,46.37,67.16,43.37,67.75,15.00,26.67,66.67,6.67,4.44,2.22,0.00,0.00,2.22,4.44,0.00,0.00,0.00,0.00,13.33,6.67,2.22,0.00,0.00,2.22,2.22,8.89,4.44,0.00,4.44,2.22,0.00,4.44,6.67,0.00,4.44,0.00,4.44,0.00,0.00,0.00
57,300428091,262,Clydebank.,"Scotland, one photograph at a time.",2021-10-26 21:45:36,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,45,46.37,67.16,43.37,67.75,15.00,26.67,66.67,6.67,4.44,2.22,0.00,0.00,2.22,4.44,0.00,0.00,0.00,0.00,13.33,6.67,2.22,0.00,0.00,2.22,2.22,8.89,4.44,0.00,4.44,2.22,0.00,4.44,6.67,0.00,4.44,0.00,4.44,0.00,0.00,0.00
58,1016397855865688065,4127,Check out my Website 🌻😊👇🏻,The 💯% honest views of a Guy from the UK 🇬🇧 who ❤️'s @NUFC ⚽️ #نيوكاسل & suffers daily with #Anxiety #Depression #EUPD #OCD & #CPTSD 🥺 I love ❤️ my family x,2021-10-26 21:27:11,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,45,46.37,67.16,43.37,67.75,15.00,26.67,66.67,6.67,4.44,2.22,0.00,0.00,2.22,4.44,0.00,0.00,0.00,0.00,13.33,6.67,2.22,0.00,0.00,2.22,2.22,8.89,4.44,0.00,4.44,2.22,0.00,4.44,6.67,0.00,4.44,0.00,4.44,0.00,0.00,0.00
59,89962967,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-26 21:25:01,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['OCD', 'OCDrecovery', 'OCDawareness', 'IntrusiveThoughts']",45,46.37,67.16,43.37,67.75,15.00,26.67,66.67,6.67,4.44,2.22,0.00,0.00,2.22,4.44,0.00,0.00,0.00,0.00,13.33,6.67,2.22,0.00,0.00,2.22,2.22,8.89,4.44,0.00,4.44,2.22,0.00,4.44,6.67,0.00,4.44,0.00,4.44,0.00,0.00,0.00
60,1274755416963067908,3869,,Ashley Perkins PharmD she/her Co-founder @WeMatterTooInc TEDx speaker https://t.co/ruMZeyKhnr award winning MH advocate - tweets aren’t med advice,2021-10-26 21:01:34,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['anxiety', 'ADHD', 'PTSD', 'agoraphobia', 'OCD']",45,46.37,67.16,43.37,67.75,15.00,26.67,66.67,6.67,4.44,2.22,0.00,0.00,2.22,4.44,0.00,0.00,0.00,0.00,13.33,6.67,2.22,0.00,0.00,2.22,2.22,8.89,4.44,0.00,4.44,2.22,0.00,4.44,6.67,0.00,4.44,0.00,4.44,0.00,0.00,0.00
61,405259565,9707,Greater Vancouver,"JMF Research BC-Specializing in Alcohol ,Community Public Health and Safety advocate Retired Fire Chief,Musician(Keyboard Player)etc.",2021-10-26 20:42:39,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['alcoholawareness', 'COVID19', 'MentalHealth', 'OCD', 'BiPolar', 'Psychotic', 'PersonalityDisorders', 'ADHD', 'Autism', 'FASD']",45,46.37,67.16,43.37,67.75,15.00,26.67,66.67,6.67,4.44,2.22,0.00,0.00,2.22,4.44,0.00,0.00,0.00,0.00,13.33,6.67,2.22,0.00,0.00,2.22,2.22,8.89,4.44,0.00,4.44,2.22,0.00,4.44,6.67,0.00,4.44,0.00,4.44,0.00,0.00,0.00
62,89962967,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-26 20:40:01,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['Mindfulness', 'OCD']",45,46.37,67.16,43.37,67.75,15.00,26.67,66.67,6.67,4.44,2.22,0.00,0.00,2.22,4.44,0.00,0.00,0.00,0.00,13.33,6.67,2.22,0.00,0.00,2.22,2.22,8.89,4.44,0.00,4.44,2.22,0.00,4.44,6.67,0.00,4.44,0.00,4.44,0.00,0.00,0.00
63,89962967,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-26 20:35:00,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,45,46.37,67.16,43.37,67.75,15.00,26.67,66.67,6.67,4.44,2.22,0.00,0.00,2.22,4.44,0.00,0.00,0.00,0.00,13.33,6.67,2.22,0.00,0.00,2.22,2.22,8.89,4.44,0.00,4.44,2.22,0.00,4.44,6.67,0.00,4.44,0.00,4.44,0.00,0.00,0.00
64,28483598,878,"| AKL | HYD | LOCAL GROUP | ","Space Geek, IT Networking/Wireless Nerd, I like to Run, #CCNA #CWNE - CWNE441 #NSE4 #AzureFundamentals #ECSE - Chapter Lead @TheWarehouseGrp 💉💉",2021-10-26 20:33:01,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['OCD', 'wednesdaythought']",45,46.37,67.16,43.37,67.75,15.00,26.67,66.67,6.67,4.44,2.22,0.00,0.00,2.22,4.44,0.00,0.00,0.00,0.00,13.33,6.67,2.22,0.00,0.00,2.22,2.22,8.89,4.44,0.00,4.44,2.22,0.00,4.44,6.67,0.00,4.44,0.00,4.44,0.00,0.00,0.00
